Sleutel;Datum Verzoek Inschr;Ingangsdatum;Collegejaar;Datum intrekking vooraanmelding;Inschrijfstatus;Faculteit;Examentype;Croho;Croho groepeernaam;Opleiding;Hoofdopleiding;Eerstejaars croho jaar;Is eerstejaars croho opleiding;Is hogerejaars;BBC ontvangen;Type vooropleiding;Nationaliteit;EER;Geslacht;Geverifieerd adres postcode;Geverifieerd adres plaats;Geverifieerd adres land;Studieadres postcode;Studieadres land;School code eerste vooropleiding;School eerste vooropleiding;Plaats code eerste vooropleiding;Land code eerste vooropleiding;Aantal studenten
STU01729;26-04-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;HBO;Nederlandse;J;M;6531EF;Arnhem;NL;6531EF;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00071;16-11-2018;01-09-2018;2018;21-12-2018;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;VWO;Belgische;J;V;6504GH;Eindhoven;NL;6551IJ;NL;00BJ;Kandinsky College;0268;NL;1
STU01720;22-02-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;VWO;Duitse;J;M;6525ED;Nijmegen;DE;6525ED;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01111;18-11-2021;01-09-2021;2021;;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2021;1;0;0;VWO;Nederlandse;J;M;6502CD;Eindhoven;NL;6500AA;NL;00BJ;Kandinsky College;0268;NL;1
STU00531;26-03-2020;01-09-2019;2019;03-06-2020;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2019;1;0;0;HAVO;Nederlandse;J;M;6500AA;Nijmegen;NL;6502CD;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01678;07-02-2024;01-09-2023;2023;;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;VWO;Nederlandse;J;M;6502CD;Wageningen;NL;6534ST;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01659;14-05-2024;01-09-2023;2023;31-05-2024;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;VWO;Nederlandse;J;M;6521CD;Wageningen;NL;6502CD;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU02067;03-12-2024;01-10-2024;2024;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;HAVO;Nederlandse;J;V;6531EF;Arnhem;NL;6502CD;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00488;17-01-2020;01-09-2019;2019;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2019;1;0;0;HBO;Nederlandse;J;M;6503EF;Arnhem;NL;6501AB;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00613;27-12-2019;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Duitse;J;V;6525HP;Eindhoven;DE;6503EF;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU00761;14-06-2021;01-10-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Nederlandse;J;V;6551IJ;Arnhem;NL;6534ST;NL;00AH;Canisius College;0268;NL;1
STU00160;12-12-2018;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;V;6511AB;Arnhem;NL;6500AA;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00382;08-09-2020;01-09-2019;2019;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;HBO;Nederlandse;J;M;6534ST;Wageningen;NL;6512BH;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00340;10-03-2020;01-09-2019;2019;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;HBO;Nederlandse;J;M;6500AA;Arnhem;NL;6500AA;NL;00AH;Canisius College;0268;NL;1
STU00096;07-03-2019;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;VWO;Nederlandse;J;V;6525HP;Nijmegen;NL;6500AA;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01219;30-12-2021;01-10-2021;2021;07-03-2022;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;VWO;Duitse;J;M;6504GH;Eindhoven;DE;6521CD;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01608;28-03-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;WO;Duitse;J;M;6501AB;Nijmegen;DE;6531EF;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01158;25-05-2022;01-09-2021;2021;17-06-2022;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;HBO;Duitse;J;M;6525HR;Eindhoven;DE;6504GH;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01771;14-11-2023;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;WO;Duitse;J;V;6521CD;Arnhem;DE;6525HP;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01465;24-11-2022;01-09-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;HBO;Nederlandse;J;M;6503EF;Arnhem;NL;6551IJ;NL;00GQ;Dominicus College;0268;NL;1
STU01363;12-09-2023;01-10-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Nederlandse;J;M;6511AB;Arnhem;NL;6525ED;NL;00BJ;Kandinsky College;0268;NL;1
STU00021;12-02-2019;01-09-2018;2018;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;HBO;Nederlandse;J;M;6531EF;Eindhoven;NL;6512BH;NL;00DK;Montessori College;0268;NL;1
STU01118;23-08-2022;01-09-2021;2021;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2021;1;0;0;VWO;Nederlandse;J;V;6501AB;Nijmegen;NL;6504GH;NL;00GQ;Dominicus College;0268;NL;1
STU00092;06-02-2019;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;VWO;Chinese;N;V;6502CD;Nijmegen;NL;6541GH;NL;00BJ;Kandinsky College;0268;NL;1
STU00348;06-05-2020;01-09-2019;2019;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;VWO;Nederlandse;J;M;6551IJ;Wageningen;NL;6551IJ;NL;00GQ;Dominicus College;0268;NL;1
STU00045;01-08-2019;01-09-2018;2018;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;VWO;Nederlandse;J;M;6534ST;Eindhoven;NL;6512BH;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00846;17-08-2021;01-10-2020;2020;;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2020;1;0;0;VWO;Nederlandse;J;V;6502CD;Nijmegen;NL;6511AB;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01544;04-10-2022;01-09-2022;2022;28-11-2022;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;HAVO;Nederlandse;J;V;6551IJ;Eindhoven;NL;6525HP;NL;00GQ;Dominicus College;0268;NL;1
STU00745;24-02-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Duitse;J;V;6525HP;Eindhoven;DE;6521CD;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01711;20-12-2023;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;HBO;Nederlandse;J;M;6525ED;Nijmegen;NL;6525HP;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01533;10-10-2022;01-09-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;VWO;Nederlandse;J;M;6525HR;Nijmegen;NL;6525HR;NL;00AH;Canisius College;0268;NL;1
STU00858;24-08-2021;01-09-2020;2020;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2020;1;0;0;WO;Chinese;N;V;6525HR;Wageningen;NL;6525HR;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00006;30-10-2018;01-09-2018;2018;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;HAVO;Nederlandse;J;M;6551IJ;Wageningen;NL;6502CD;NL;00DK;Montessori College;0268;NL;1
STU01943;18-12-2024;01-09-2024;2024;;Uitgeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2024;1;0;0;WO;Nederlandse;J;V;6525ED;Nijmegen;NL;6534ST;NL;00DK;Montessori College;0268;NL;1
STU00891;28-01-2021;01-10-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;VWO;Belgische;J;V;6511AB;Nijmegen;NL;6501AB;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01706;13-11-2023;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;VWO;Nederlandse;J;V;6525HR;Wageningen;NL;6534ST;NL;00DK;Montessori College;0268;NL;1
STU01036;03-08-2022;01-09-2021;2021;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2021;1;0;0;HBO;Nederlandse;J;V;6525HR;Nijmegen;NL;6525HP;NL;00DK;Montessori College;0268;NL;1
STU00002;05-10-2018;01-09-2018;2018;13-12-2018;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;VWO;Nederlandse;J;V;6525ED;Eindhoven;NL;6500AA;NL;00GQ;Dominicus College;0268;NL;1
STU01961;14-02-2025;01-09-2024;2024;;Verzoek tot inschrijving;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2024;1;0;0;VWO;Nederlandse;J;V;6525HP;Nijmegen;NL;6534ST;NL;00DK;Montessori College;0268;NL;1
STU00928;05-11-2020;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;VWO;Chinese;N;V;6501AB;Nijmegen;NL;6525HR;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00048;23-08-2019;01-09-2018;2018;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;VWO;Duitse;J;M;6525HP;Nijmegen;DE;6503EF;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00766;21-07-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;HBO;Nederlandse;J;V;6501AB;Eindhoven;NL;6541GH;NL;00DK;Montessori College;0268;NL;1
STU01201;13-09-2022;01-09-2021;2021;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;VWO;Nederlandse;J;V;6503EF;Eindhoven;NL;6534ST;NL;00BJ;Kandinsky College;0268;NL;1
STU01284;11-10-2022;01-09-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Nederlandse;J;V;6534ST;Arnhem;NL;6531EF;NL;00AH;Canisius College;0268;NL;1
STU01534;28-09-2022;01-10-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;VWO;Nederlandse;J;M;6551IJ;Arnhem;NL;6541GH;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01277;09-06-2022;01-09-2021;2021;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;VWO;Nederlandse;J;V;6541GH;Arnhem;NL;6501AB;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00543;19-02-2020;01-09-2019;2019;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2019;1;0;0;VWO;Nederlandse;J;M;6511AB;Arnhem;NL;6525HR;NL;00DK;Montessori College;0268;NL;1
STU01002;16-08-2022;01-09-2021;2021;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2021;1;0;0;VWO;Belgische;J;M;6525HP;Eindhoven;NL;6525ED;NL;00BJ;Kandinsky College;0268;NL;1
STU01205;23-02-2022;01-09-2021;2021;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;VWO;Nederlandse;J;V;6503EF;Arnhem;NL;6525HP;NL;00GQ;Dominicus College;0268;NL;1
STU00421;12-05-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;VWO;Nederlandse;J;M;6525HR;Nijmegen;NL;6521CD;NL;00AH;Canisius College;0268;NL;1
STU00729;26-10-2020;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;HAVO;Nederlandse;J;V;6512BH;Wageningen;NL;6512BH;NL;00DK;Montessori College;0268;NL;1
STU00623;01-04-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Nederlandse;J;V;6541GH;Arnhem;NL;6512BH;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01320;20-06-2023;01-09-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Duitse;J;M;6511AB;Nijmegen;DE;6512BH;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01133;30-11-2021;01-09-2021;2021;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;VWO;Nederlandse;J;M;6551IJ;Arnhem;NL;6511AB;NL;00GQ;Dominicus College;0268;NL;1
STU00341;18-03-2020;01-09-2019;2019;06-04-2020;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;VWO;Nederlandse;J;V;6551IJ;Arnhem;NL;6502CD;NL;00BJ;Kandinsky College;0268;NL;1
STU00930;26-10-2020;01-09-2020;2020;01-12-2020;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;HAVO;Nederlandse;J;M;6501AB;Arnhem;NL;6551IJ;NL;00AH;Canisius College;0268;NL;1
STU00352;04-06-2020;01-10-2019;2019;31-07-2020;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;VWO;Nederlandse;J;M;6512BH;Eindhoven;NL;6502CD;NL;00GQ;Dominicus College;0268;NL;1
STU00679;29-04-2021;01-09-2020;2020;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2020;1;0;0;HAVO;Nederlandse;J;V;6541GH;Eindhoven;NL;6504GH;NL;00BJ;Kandinsky College;0268;NL;1
STU01323;14-07-2023;01-10-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;WO;Nederlandse;J;V;6525ED;Arnhem;NL;6501AB;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU02106;14-04-2025;01-09-2024;2024;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2024;1;0;0;VWO;Nederlandse;J;M;6525ED;Arnhem;NL;6502CD;NL;00DK;Montessori College;0268;NL;1
STU00927;15-02-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;VWO;Nederlandse;J;V;6503EF;Nijmegen;NL;6531EF;NL;00AH;Canisius College;0268;NL;1
STU00860;30-11-2020;01-09-2020;2020;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2020;1;0;0;HAVO;Belgische;J;V;6521CD;Wageningen;NL;6551IJ;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01472;12-01-2023;01-09-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;VWO;Nederlandse;J;V;6521CD;Wageningen;NL;6531EF;NL;00BJ;Kandinsky College;0268;NL;1
STU00882;17-11-2020;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;VWO;Nederlandse;J;V;6541GH;Wageningen;NL;6501AB;NL;00AH;Canisius College;0268;NL;1
STU01882;29-02-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;HAVO;Nederlandse;J;V;6503EF;Nijmegen;NL;6503EF;NL;00BJ;Kandinsky College;0268;NL;1
STU00122;04-09-2019;01-09-2018;2018;17-09-2019;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;VWO;Nederlandse;J;M;6525HR;Nijmegen;NL;6504GH;NL;00BJ;Kandinsky College;0268;NL;1
STU00880;04-11-2020;01-09-2020;2020;07-01-2021;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;VWO;Belgische;J;V;6525ED;Wageningen;NL;6534ST;NL;00GQ;Dominicus College;0268;NL;1
STU01670;29-07-2024;01-09-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;VWO;Nederlandse;J;V;6503EF;Nijmegen;NL;6503EF;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01841;07-11-2023;01-10-2023;2023;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;HBO;Nederlandse;J;M;6541GH;Nijmegen;NL;6511AB;NL;00GQ;Dominicus College;0268;NL;1
STU00612;11-09-2020;01-10-2019;2019;;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;HBO;Nederlandse;J;M;6521CD;Eindhoven;NL;6541GH;NL;00BJ;Kandinsky College;0268;NL;1
STU00098;19-03-2019;01-09-2018;2018;15-04-2019;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;WO;Nederlandse;J;M;6504GH;Eindhoven;NL;6531EF;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01969;17-12-2024;01-10-2024;2024;;Verzoek tot inschrijving;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2024;1;0;0;VWO;Nederlandse;J;M;6504GH;Arnhem;NL;6512BH;NL;00DK;Montessori College;0268;NL;1
STU00713;29-01-2021;01-10-2020;2020;12-02-2021;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2020;1;0;0;HBO;Nederlandse;J;M;6521CD;Nijmegen;NL;6503EF;NL;00BJ;Kandinsky College;0268;NL;1
STU01661;31-05-2024;01-09-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;VWO;Nederlandse;J;M;6525ED;Wageningen;NL;6511AB;NL;00AH;Canisius College;0268;NL;1
STU00794;26-07-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Nederlandse;J;M;6501AB;Nijmegen;NL;6551IJ;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00242;27-12-2018;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2018;1;0;0;VWO;Nederlandse;J;V;6504GH;Arnhem;NL;6525ED;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01173;07-09-2022;01-09-2021;2021;04-10-2021;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;WO;Nederlandse;J;V;6502CD;Arnhem;NL;6551IJ;NL;00GQ;Dominicus College;0268;NL;1
STU01671;08-08-2024;01-09-2023;2023;05-10-2023;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;HBO;Nederlandse;J;M;6500AA;Arnhem;NL;6504GH;NL;00GQ;Dominicus College;0268;NL;1
STU00179;26-04-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;V;6500AA;Nijmegen;NL;6504GH;NL;00BJ;Kandinsky College;0268;NL;1
STU01108;30-03-2022;01-09-2021;2021;19-05-2022;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2021;1;0;0;HAVO;Nederlandse;J;V;6525ED;Arnhem;NL;6503EF;NL;00DK;Montessori College;0268;NL;1
STU01724;20-03-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;HBO;Nederlandse;J;V;6511AB;Arnhem;NL;6504GH;NL;00BJ;Kandinsky College;0268;NL;1
STU02050;04-02-2025;01-09-2024;2024;28-03-2025;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;VWO;Duitse;J;V;6525ED;Arnhem;DE;6502CD;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01553;07-12-2022;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;VWO;Nederlandse;J;M;6531EF;Eindhoven;NL;6525ED;NL;00DK;Montessori College;0268;NL;1
STU00324;18-11-2019;01-09-2019;2019;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;HAVO;Nederlandse;J;V;6502CD;Nijmegen;NL;6501AB;NL;00AH;Canisius College;0268;NL;1
STU01436;12-06-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;VWO;Nederlandse;J;V;6504GH;Eindhoven;NL;6502CD;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU02070;24-01-2025;01-10-2024;2024;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;VWO;Nederlandse;J;V;6502CD;Wageningen;NL;6521CD;NL;00AH;Canisius College;0268;NL;1
STU00261;09-05-2019;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2018;1;0;0;HAVO;Belgische;J;V;6531EF;Nijmegen;NL;6501AB;NL;00DK;Montessori College;0268;NL;1
STU02099;30-10-2024;01-09-2024;2024;;Verzoek tot inschrijving;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2024;1;0;0;HAVO;Nederlandse;J;V;6541GH;Nijmegen;NL;6525ED;NL;00DK;Montessori College;0268;NL;1
STU01239;16-05-2022;01-09-2021;2021;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;VWO;Duitse;J;V;6511AB;Eindhoven;DE;6541GH;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01821;19-07-2024;01-09-2023;2023;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;VWO;Nederlandse;J;M;6512BH;Eindhoven;NL;6521CD;NL;00AH;Canisius College;0268;NL;1
STU00449;18-05-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;HBO;Nederlandse;J;M;6531EF;Nijmegen;NL;6525HP;NL;00DK;Montessori College;0268;NL;1
STU01842;26-07-2024;01-09-2023;2023;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;VWO;Chinese;N;M;6500AA;Nijmegen;NL;6521CD;NL;00BJ;Kandinsky College;0268;NL;1
STU01432;17-03-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;HAVO;Duitse;J;V;6525HR;Arnhem;DE;6500AA;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00223;12-02-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;M;6525HP;Nijmegen;NL;6500AA;NL;00AH;Canisius College;0268;NL;1
